employee_id,scale_code,score
EMP101508,papi_a,4.0
EMP101509,papi_a,4.0
EMP101510,papi_a,4.0
EMP101511,papi_a,1.0
EMP101512,papi_a,3.0
EMP101513,papi_a,7.0
EMP101514,papi_a,9.0
EMP101515,papi_a,9.0
EMP101516,papi_a,4.0
EMP101517,papi_a,5.0
EMP101518,papi_a,7.0
EMP101519,papi_a,1.0
EMP101520,papi_a,5.0
EMP101521,papi_a,1.0
EMP101522,papi_a,6.0
EMP101523,papi_a,1.0
EMP101524,papi_a,5.0
EMP101525,papi_a,5.0
EMP101526,papi_a,9.0
EMP101527,papi_a,5.0
EMP101528,papi_a,6.0
EMP101529,papi_a,4.0
EMP101530,papi_a,3.0
EMP101531,papi_a,9.0
EMP101532,papi_a,8.0
EMP101533,papi_a,5.0
EMP101534,papi_a,4.0
EMP101535,papi_a,7.0
EMP101536,papi_a,7.0
EMP101537,papi_a,6.0
EMP101538,papi_a,6.0
EMP101539,papi_a,3.0
EMP101540,papi_a,3.0
EMP101541,papi_a,6.0
EMP101542,papi_a,7.0
EMP101543,papi_a,5.0
EMP101544,papi_a,1.0
EMP101545,papi_a,4.0
EMP101546,papi_a,6.0
EMP101547,papi_a,8.0
EMP101548,papi_a,3.0
EMP101549,papi_a,1.0
EMP101550,papi_a,9.0
EMP101551,papi_a,9.0
EMP101552,papi_a,5.0
EMP101553,papi_a,3.0
EMP101554,papi_a,5.0
EMP101555,papi_a,7.0
EMP101556,papi_a,6.0
EMP101557,papi_a,4.0
EMP101558,papi_a,3.0
EMP101559,papi_a,9.0
EMP101560,papi_a,4.0
EMP101561,papi_a,1.0
EMP101562,papi_a,7.0
EMP101563,papi_a,5.0
EMP101564,papi_a,6.0
EMP101565,papi_a,3.0
EMP101566,papi_a,4.0
EMP101567,papi_a,1.0
EMP101568,papi_a,2.0
EMP101569,papi_a,5.0
EMP101570,papi_a,4.0
EMP101571,papi_a,6.0
EMP101572,papi_a,6.0
EMP101573,papi_a,7.0
EMP101574,papi_a,9.0
EMP101575,papi_a,6.0
EMP101576,papi_a,2.0
EMP101577,papi_a,3.0
EMP101578,papi_a,5.0
EMP101579,papi_a,8.0
EMP101580,papi_a,8.0
EMP101581,papi_a,5.0
EMP101582,papi_a,8.0
EMP101583,papi_a,8.0
EMP101584,papi_a,8.0
EMP101585,papi_a,2.0
EMP101586,papi_a,5.0
EMP101587,papi_a,3.0
EMP101588,papi_a,5.0
EMP101589,papi_a,4.0
EMP101590,papi_a,2.0
EMP101591,papi_a,4.0
EMP101592,papi_a,5.0
EMP101593,papi_a,7.0
EMP101594,papi_a,7.0
EMP101595,papi_a,3.0
EMP101596,papi_a,7.0
EMP101597,papi_a,5.0
EMP101598,papi_a,3.0
EMP101599,papi_a,6.0
EMP101600,papi_a,5.0
EMP101601,papi_a,3.0
EMP101602,papi_a,6.0
EMP101603,papi_a,8.0
EMP101604,papi_a,1.0
EMP101605,papi_a,5.0
EMP101606,papi_a,4.0
EMP101607,papi_a,8.0
EMP101608,papi_a,5.0
EMP101609,papi_a,4.0
EMP101610,papi_a,9.0
EMP101611,papi_a,4.0
EMP101612,papi_a,4.0
EMP101613,papi_a,1.0
EMP101614,papi_a,5.0
EMP101615,papi_a,2.0
EMP101616,papi_a,9.0
EMP101617,papi_a,7.0
EMP101618,papi_a,6.0
EMP101619,papi_a,5.0
EMP101620,papi_a,5.0
EMP101621,papi_a,8.0
EMP101622,papi_a,5.0
EMP101623,papi_a,4.0
EMP101624,papi_a,2.0
EMP101625,papi_a,4.0
EMP101626,papi_a,5.0
EMP101627,papi_a,9.0
EMP101628,papi_a,9.0
EMP101629,papi_a,5.0
EMP101630,papi_a,7.0
EMP101631,papi_a,7.0
EMP101632,papi_a,6.0
EMP101633,papi_a,8.0
EMP101634,papi_a,7.0
EMP101635,papi_a,3.0
EMP101636,papi_a,1.0
EMP101637,papi_a,9.0
EMP101638,papi_a,5.0
EMP101639,papi_a,8.0
EMP101640,papi_a,7.0
EMP101641,papi_a,4.0
EMP101642,papi_a,7.0
EMP101643,papi_a,5.0
EMP101644,papi_a,2.0
EMP101645,papi_a,4.0
EMP101646,papi_a,3.0
EMP101647,papi_a,7.0
EMP101648,papi_a,9.0
EMP101649,papi_a,5.0
EMP101650,papi_a,2.0
EMP101651,papi_a,2.0
EMP101652,papi_a,2.0
EMP101653,papi_a,5.0
EMP101654,papi_a,1.0
EMP101655,papi_a,5.0
EMP101656,papi_a,3.0
EMP101657,papi_a,5.0
EMP101658,papi_a,4.0
EMP101659,papi_a,5.0
EMP101660,papi_a,2.0
EMP101661,papi_a,5.0
EMP101662,papi_a,9.0
EMP101663,papi_a,2.0
EMP101664,papi_a,5.0
EMP101665,papi_a,2.0
EMP101666,papi_a,5.0
EMP101667,papi_a,6.0
EMP101668,papi_a,5.0
EMP101669,papi_a,3.0
EMP101670,papi_a,8.0
EMP101671,papi_a,2.0
EMP101672,papi_a,2.0
EMP101673,papi_a,4.0
EMP101674,papi_a,4.0
EMP101675,papi_a,5.0
EMP101676,papi_a,9.0
EMP101677,papi_a,8.0
EMP101678,papi_a,2.0
EMP101679,papi_a,3.0
EMP101680,papi_a,8.0
EMP101681,papi_a,4.0
EMP101682,papi_a,7.0
EMP101683,papi_a,8.0
EMP101684,papi_a,8.0
EMP101685,papi_a,2.0
EMP101686,papi_a,6.0
EMP101687,papi_a,1.0
EMP101688,papi_a,4.0
EMP101689,papi_a,4.0
EMP101690,papi_a,9.0
EMP101691,papi_a,8.0
EMP101692,papi_a,3.0
EMP101693,papi_a,2.0
EMP101694,papi_a,4.0
EMP101695,papi_a,1.0
EMP101696,papi_a,4.0
EMP101697,papi_a,8.0
EMP101698,papi_a,3.0
EMP101699,papi_a,7.0
EMP101700,papi_a,7.0
EMP101701,papi_a,1.0
EMP101702,papi_a,8.0
EMP101703,papi_a,4.0
EMP101704,papi_a,8.0
EMP101705,papi_a,5.0
EMP101706,papi_a,1.0
EMP101707,papi_a,4.0
EMP101708,papi_a,6.0
EMP101709,papi_a,5.0
EMP101710,papi_a,2.0
EMP101711,papi_a,5.0
EMP101712,papi_a,9.0
EMP101713,papi_a,2.0
EMP101714,papi_a,2.0
EMP101715,papi_a,1.0
EMP101716,papi_a,8.0
EMP101717,papi_a,9.0
EMP101718,papi_a,5.0
EMP101719,papi_a,3.0
EMP101720,papi_a,4.0
EMP101721,papi_a,4.0
EMP101722,papi_a,3.0
EMP101723,papi_a,3.0
EMP101724,papi_a,3.0
EMP101725,papi_a,2.0
EMP101726,papi_a,1.0
EMP101727,papi_a,1.0
EMP101728,papi_a,8.0
EMP101729,papi_a,8.0
EMP101730,papi_a,1.0
EMP101731,papi_a,8.0
EMP101732,papi_a,2.0
EMP101733,papi_a,9.0
EMP101734,papi_a,2.0
EMP101735,papi_a,5.0
EMP101736,papi_a,6.0
EMP101737,papi_a,6.0
EMP101738,papi_a,8.0
EMP101739,papi_a,8.0
EMP101740,papi_a,3.0
EMP101741,papi_a,3.0
EMP101742,papi_a,9.0
EMP101743,papi_a,9.0
EMP101744,papi_a,1.0
EMP101745,papi_a,5.0
EMP101746,papi_a,9.0
EMP101747,papi_a,3.0
EMP101748,papi_a,4.0
EMP101749,papi_a,3.0
EMP101750,papi_a,7.0
EMP101751,papi_a,4.0
EMP101752,papi_a,9.0
EMP101753,papi_a,2.0
EMP101754,papi_a,1.0
EMP101755,papi_a,3.0
EMP101756,papi_a,5.0
EMP101757,papi_a,6.0
EMP101758,papi_a,8.0
EMP101759,papi_a,9.0
EMP101760,papi_a,8.0
EMP101761,papi_a,3.0
EMP101762,papi_a,3.0
EMP101763,papi_a,9.0
EMP101764,papi_a,2.0
EMP101765,papi_a,4.0
EMP101766,papi_a,1.0
EMP101767,papi_a,9.0
EMP101768,papi_a,9.0
EMP101769,papi_a,5.0
EMP101770,papi_a,2.0
EMP101771,papi_a,3.0
EMP101772,papi_a,9.0
EMP101773,papi_a,3.0
EMP101774,papi_a,3.0
EMP101775,papi_a,5.0
EMP101776,papi_a,4.0
EMP101777,papi_a,3.0
EMP101778,papi_a,2.0
EMP101779,papi_a,9.0
EMP101780,papi_a,5.0
EMP101781,papi_a,7.0
EMP101782,papi_a,8.0
EMP101783,papi_a,5.0
EMP101784,papi_a,6.0
EMP101785,papi_a,9.0
EMP101786,papi_a,6.0
EMP101787,papi_a,2.0
EMP101788,papi_a,4.0
EMP101789,papi_a,3.0
EMP101790,papi_a,5.0
EMP101791,papi_a,7.0
EMP101792,papi_a,2.0
EMP101793,papi_a,6.0
EMP101794,papi_a,5.0
EMP101795,papi_a,4.0
EMP101796,papi_a,5.0
EMP101797,papi_a,4.0
EMP101798,papi_a,5.0
EMP101799,papi_a,5.0
EMP101800,papi_a,9.0
EMP101801,papi_a,3.0
EMP101802,papi_a,9.0
EMP101803,papi_a,4.0
EMP101804,papi_a,6.0
EMP101805,papi_a,3.0
EMP101806,papi_a,9.0
EMP101807,papi_a,6.0
EMP101808,papi_a,4.0
EMP101809,papi_a,1.0
EMP101810,papi_a,3.0
EMP101811,papi_a,6.0
EMP101812,papi_a,3.0
EMP101813,papi_a,6.0
EMP101814,papi_a,2.0
EMP101815,papi_a,9.0
EMP101816,papi_a,7.0
EMP101817,papi_a,8.0
EMP101818,papi_a,5.0
EMP101819,papi_a,9.0
EMP101820,papi_a,8.0
EMP101821,papi_a,7.0
EMP101822,papi_a,4.0
EMP101823,papi_a,3.0
EMP101824,papi_a,7.0
EMP101825,papi_a,1.0
EMP101826,papi_a,3.0
EMP101827,papi_a,4.0
EMP101828,papi_a,3.0
EMP101829,papi_a,9.0
EMP101830,papi_a,8.0
EMP101831,papi_a,4.0
EMP101832,papi_a,2.0
EMP101833,papi_a,2.0
EMP101834,papi_a,8.0
EMP101835,papi_a,2.0
EMP101836,papi_a,5.0
EMP101837,papi_a,5.0
EMP101838,papi_a,2.0
EMP101839,papi_a,8.0
EMP101840,papi_a,2.0
EMP101841,papi_a,7.0
EMP101842,papi_a,5.0
EMP101843,papi_a,5.0
EMP101844,papi_a,9.0
EMP101845,papi_a,2.0
EMP101846,papi_a,1.0
EMP101847,papi_a,2.0
EMP101848,papi_a,4.0
EMP101849,papi_a,1.0
EMP101850,papi_a,4.0
EMP101851,papi_a,8.0
EMP101852,papi_a,9.0
EMP101853,papi_a,7.0
EMP101854,papi_a,5.0
EMP101855,papi_a,2.0
EMP101856,papi_a,2.0
EMP101857,papi_a,7.0
EMP101858,papi_a,5.0
EMP101859,papi_a,8.0
EMP101860,papi_a,9.0
EMP101861,papi_a,9.0
EMP101862,papi_a,8.0
EMP101863,papi_a,2.0
EMP101864,papi_a,7.0
EMP101865,papi_a,9.0
EMP101866,papi_a,6.0
EMP101867,papi_a,8.0
EMP101868,papi_a,5.0
EMP101869,papi_a,6.0
EMP101870,papi_a,1.0
EMP101871,papi_a,2.0
EMP101872,papi_a,2.0
EMP101873,papi_a,2.0
EMP101874,papi_a,3.0
EMP101875,papi_a,1.0
EMP101876,papi_a,5.0
EMP101877,papi_a,5.0
EMP101878,papi_a,6.0
EMP101879,papi_a,3.0
EMP101880,papi_a,8.0
EMP101881,papi_a,4.0
EMP101882,papi_a,5.0
EMP101883,papi_a,4.0
EMP101884,papi_a,3.0
EMP101885,papi_a,8.0
EMP101886,papi_a,3.0
EMP101887,papi_a,4.0
EMP101888,papi_a,3.0
EMP101889,papi_a,8.0
EMP101890,papi_a,8.0
EMP101891,papi_a,9.0
EMP101892,papi_a,6.0
EMP101893,papi_a,6.0
EMP101894,papi_a,7.0
EMP101895,papi_a,2.0
EMP101896,papi_a,5.0
EMP101897,papi_a,2.0
EMP101898,papi_a,6.0
EMP101899,papi_a,5.0
EMP101900,papi_a,2.0
EMP101901,papi_a,7.0
EMP101902,papi_a,1.0
EMP101903,papi_a,6.0
EMP101904,papi_a,4.0
EMP101905,papi_a,4.0
EMP101906,papi_a,2.0
EMP101907,papi_a,5.0
EMP101908,papi_a,4.0
EMP101909,papi_a,7.0
EMP101910,papi_a,9.0
EMP101911,papi_a,5.0
EMP101912,papi_a,5.0
EMP101913,papi_a,7.0
EMP101914,papi_a,5.0
EMP101915,papi_a,4.0
EMP101916,papi_a,9.0
EMP101917,papi_a,1.0
EMP101918,papi_a,7.0
EMP101919,papi_a,4.0
EMP101920,papi_a,9.0
EMP101921,papi_a,1.0
EMP101922,papi_a,2.0
EMP101923,papi_a,3.0
EMP101924,papi_a,3.0
EMP101925,papi_a,9.0
EMP101926,papi_a,7.0
EMP101927,papi_a,2.0
EMP101928,papi_a,1.0
EMP101929,papi_a,6.0
EMP101930,papi_a,3.0
EMP101931,papi_a,3.0
EMP101932,papi_a,4.0
EMP101933,papi_a,6.0
EMP101934,papi_a,5.0
EMP101935,papi_a,2.0
EMP101936,papi_a,7.0
EMP101937,papi_a,5.0
EMP101938,papi_a,1.0
EMP101939,papi_a,6.0
EMP101940,papi_a,9.0
EMP101941,papi_a,5.0
EMP101942,papi_a,8.0
EMP101943,papi_a,3.0
EMP101944,papi_a,5.0
EMP101945,papi_a,6.0
EMP101946,papi_a,5.0
EMP101947,papi_a,5.0
EMP101948,papi_a,8.0
EMP101949,papi_a,7.0
EMP101950,papi_a,4.0
EMP101951,papi_a,8.0
EMP101952,papi_a,2.0
EMP101953,papi_a,1.0
EMP101954,papi_a,8.0
EMP101955,papi_a,3.0
EMP101956,papi_a,5.0
EMP101957,papi_a,6.0
EMP101958,papi_a,3.0
EMP101959,papi_a,4.0
EMP101960,papi_a,5.0
EMP101961,papi_a,1.0
EMP101962,papi_a,3.0
EMP101963,papi_a,3.0
EMP101964,papi_a,7.0
EMP101965,papi_a,8.0
EMP101966,papi_a,4.0
EMP101967,papi_a,5.0
EMP101968,papi_a,4.0
EMP101969,papi_a,1.0
EMP101970,papi_a,8.0
EMP101971,papi_a,5.0
EMP101972,papi_a,7.0
EMP101973,papi_a,7.0
EMP101974,papi_a,2.0
EMP101975,papi_a,2.0
EMP101976,papi_a,7.0
EMP101977,papi_a,5.0
EMP101978,papi_a,5.0
EMP101979,papi_a,9.0
EMP101980,papi_a,6.0
EMP101981,papi_a,2.0
EMP101982,papi_a,3.0
EMP101983,papi_a,8.0
EMP101984,papi_a,3.0
EMP101985,papi_a,8.0
EMP101986,papi_a,1.0
EMP101987,papi_a,3.0
EMP101988,papi_a,6.0
EMP101989,papi_a,2.0
EMP101990,papi_a,9.0
EMP101991,papi_a,5.0
EMP101992,papi_a,5.0
EMP101993,papi_a,8.0
EMP101994,papi_a,3.0
EMP101995,papi_a,6.0
EMP101996,papi_a,8.0
EMP101997,papi_a,9.0
EMP101998,papi_a,5.0
EMP101999,papi_a,8.0
DUP9129,papi_a,9.0
DUP9015,papi_a,6.0
DUP5237,papi_a,9.0
DUP2722,papi_a,2.0
DUP3015,papi_a,5.0
DUP1942,papi_a,6.0
DUP2096,papi_a,1.0
DUP4177,papi_a,9.0
DUP9801,papi_a,1.0
DUP3452,papi_a,7.0
EMP100000,papi_l,7.0
EMP100001,papi_l,7.0
EMP100002,papi_l,5.0
EMP100003,papi_l,3.0
EMP100004,papi_l,3.0
EMP100005,papi_l,1.0
EMP100006,papi_l,6.0
EMP100007,papi_l,2.0
EMP100008,papi_l,8.0
EMP100009,papi_l,2.0
EMP100010,papi_l,5.0
EMP100011,papi_l,5.0
EMP100012,papi_l,7.0
EMP100013,papi_l,4.0
EMP100014,papi_l,1.0
EMP100015,papi_l,6.0
EMP100016,papi_l,5.0
EMP100017,papi_l,1.0
EMP100018,papi_l,6.0
EMP100019,papi_l,1.0
EMP100020,papi_l,2.0
EMP100021,papi_l,3.0
EMP100022,papi_l,6.0
EMP100023,papi_l,5.0
EMP100024,papi_l,7.0
EMP100025,papi_l,9.0
EMP100026,papi_l,2.0
EMP100027,papi_l,5.0
EMP100028,papi_l,9.0
EMP100029,papi_l,4.0
EMP100030,papi_l,3.0
EMP100031,papi_l,5.0
EMP100032,papi_l,6.0
EMP100033,papi_l,6.0
EMP100034,papi_l,2.0
EMP100035,papi_l,1.0
EMP100036,papi_l,5.0
EMP100037,papi_l,2.0
EMP100038,papi_l,3.0
EMP100039,papi_l,8.0
EMP100040,papi_l,2.0
EMP100041,papi_l,4.0
EMP100042,papi_l,3.0
EMP100043,papi_l,8.0
EMP100044,papi_l,9.0
EMP100045,papi_l,7.0
EMP100046,papi_l,1.0
EMP100047,papi_l,4.0
EMP100048,papi_l,7.0
EMP100049,papi_l,2.0
EMP100050,papi_l,2.0
EMP100051,papi_l,8.0
EMP100052,papi_l,5.0
EMP100053,papi_l,6.0
EMP100054,papi_l,9.0
EMP100055,papi_l,8.0
EMP100056,papi_l,5.0
EMP100057,papi_l,2.0
EMP100058,papi_l,7.0
EMP100059,papi_l,2.0
EMP100060,papi_l,7.0
EMP100061,papi_l,3.0
EMP100062,papi_l,9.0
EMP100063,papi_l,3.0
EMP100064,papi_l,8.0
EMP100065,papi_l,8.0
EMP100066,papi_l,6.0
EMP100067,papi_l,5.0
EMP100068,papi_l,4.0
EMP100069,papi_l,8.0
EMP100070,papi_l,5.0
EMP100071,papi_l,3.0
EMP100072,papi_l,5.0
EMP100073,papi_l,4.0
EMP100074,papi_l,3.0
EMP100075,papi_l,8.0
EMP100076,papi_l,7.0
EMP100077,papi_l,2.0
EMP100078,papi_l,2.0
EMP100079,papi_l,4.0
EMP100080,papi_l,7.0
EMP100081,papi_l,2.0
EMP100082,papi_l,1.0
EMP100083,papi_l,9.0
EMP100084,papi_l,9.0
EMP100085,papi_l,7.0
EMP100086,papi_l,3.0
EMP100087,papi_l,7.0
EMP100088,papi_l,2.0
EMP100089,papi_l,3.0
EMP100090,papi_l,6.0
EMP100091,papi_l,3.0
EMP100092,papi_l,7.0
EMP100093,papi_l,1.0
EMP100094,papi_l,5.0
EMP100095,papi_l,4.0
EMP100096,papi_l,7.0
EMP100097,papi_l,9.0
EMP100098,papi_l,4.0
EMP100099,papi_l,5.0
EMP100100,papi_l,9.0
EMP100101,papi_l,5.0
EMP100102,papi_l,1.0
EMP100103,papi_l,5.0
EMP100104,papi_l,4.0
EMP100105,papi_l,9.0
EMP100106,papi_l,5.0
EMP100107,papi_l,3.0
EMP100108,papi_l,5.0
EMP100109,papi_l,8.0
EMP100110,papi_l,8.0
EMP100111,papi_l,5.0
EMP100112,papi_l,2.0
EMP100113,papi_l,5.0
EMP100114,papi_l,7.0
EMP100115,papi_l,4.0
EMP100116,papi_l,4.0
EMP100117,papi_l,3.0
EMP100118,papi_l,3.0
EMP100119,papi_l,5.0
EMP100120,papi_l,9.0
EMP100121,papi_l,2.0
EMP100122,papi_l,8.0
EMP100123,papi_l,8.0
EMP100124,papi_l,9.0
EMP100125,papi_l,5.0
EMP100126,papi_l,8.0
EMP100127,papi_l,8.0
EMP100128,papi_l,6.0
EMP100129,papi_l,8.0
EMP100130,papi_l,6.0
EMP100131,papi_l,1.0
EMP100132,papi_l,5.0
EMP100133,papi_l,9.0
EMP100134,papi_l,4.0
EMP100135,papi_l,3.0
EMP100136,papi_l,1.0
EMP100137,papi_l,8.0
EMP100138,papi_l,2.0
EMP100139,papi_l,1.0
EMP100140,papi_l,4.0
EMP100141,papi_l,1.0
EMP100142,papi_l,6.0
EMP100143,papi_l,8.0
EMP100144,papi_l,9.0
EMP100145,papi_l,2.0
EMP100146,papi_l,1.0
EMP100147,papi_l,3.0
EMP100148,papi_l,9.0
EMP100149,papi_l,1.0
EMP100150,papi_l,1.0
EMP100151,papi_l,8.0
EMP100152,papi_l,6.0
EMP100153,papi_l,7.0
EMP100154,papi_l,9.0
EMP100155,papi_l,2.0
EMP100156,papi_l,3.0
EMP100157,papi_l,8.0
EMP100158,papi_l,5.0
EMP100159,papi_l,4.0
EMP100160,papi_l,5.0
EMP100161,papi_l,8.0
EMP100162,papi_l,3.0
EMP100163,papi_l,8.0
EMP100164,papi_l,4.0
EMP100165,papi_l,5.0
EMP100166,papi_l,9.0
EMP100167,papi_l,2.0
EMP100168,papi_l,7.0
EMP100169,papi_l,8.0
EMP100170,papi_l,2.0
EMP100171,papi_l,5.0
EMP100172,papi_l,2.0
EMP100173,papi_l,8.0
EMP100174,papi_l,9.0
EMP100175,papi_l,4.0
EMP100176,papi_l,8.0
EMP100177,papi_l,6.0
EMP100178,papi_l,2.0
EMP100179,papi_l,1.0
EMP100180,papi_l,2.0
EMP100181,papi_l,7.0
EMP100182,papi_l,5.0
EMP100183,papi_l,6.0
EMP100184,papi_l,5.0
EMP100185,papi_l,9.0
EMP100186,papi_l,4.0
EMP100187,papi_l,5.0
EMP100188,papi_l,4.0
EMP100189,papi_l,5.0
EMP100190,papi_l,3.0
EMP100191,papi_l,1.0
EMP100192,papi_l,8.0
EMP100193,papi_l,8.0
EMP100194,papi_l,5.0
EMP100195,papi_l,9.0
EMP100196,papi_l,5.0
EMP100197,papi_l,9.0
EMP100198,papi_l,1.0
EMP100199,papi_l,1.0
EMP100200,papi_l,8.0
EMP100201,papi_l,3.0
EMP100202,papi_l,1.0
EMP100203,papi_l,2.0
EMP100204,papi_l,1.0
EMP100205,papi_l,5.0
EMP100206,papi_l,9.0
EMP100207,papi_l,5.0
EMP100208,papi_l,6.0
EMP100209,papi_l,6.0
EMP100210,papi_l,9.0
EMP100211,papi_l,9.0
EMP100212,papi_l,6.0
EMP100213,papi_l,8.0
EMP100214,papi_l,9.0
EMP100215,papi_l,7.0
EMP100216,papi_l,6.0
EMP100217,papi_l,7.0
EMP100218,papi_l,8.0
EMP100219,papi_l,9.0
EMP100220,papi_l,2.0
EMP100221,papi_l,6.0
EMP100222,papi_l,9.0
EMP100223,papi_l,6.0
EMP100224,papi_l,5.0
EMP100225,papi_l,4.0
EMP100226,papi_l,6.0
EMP100227,papi_l,5.0
EMP100228,papi_l,2.0
EMP100229,papi_l,5.0
EMP100230,papi_l,7.0
EMP100231,papi_l,9.0
EMP100232,papi_l,8.0
EMP100233,papi_l,1.0
EMP100234,papi_l,1.0
EMP100235,papi_l,7.0
EMP100236,papi_l,5.0
EMP100237,papi_l,8.0
EMP100238,papi_l,8.0
EMP100239,papi_l,3.0
EMP100240,papi_l,6.0
EMP100241,papi_l,8.0
EMP100242,papi_l,9.0
EMP100243,papi_l,6.0
EMP100244,papi_l,3.0
EMP100245,papi_l,5.0
EMP100246,papi_l,8.0
EMP100247,papi_l,9.0
EMP100248,papi_l,3.0
EMP100249,papi_l,6.0
EMP100250,papi_l,2.0
EMP100251,papi_l,8.0
EMP100252,papi_l,3.0
EMP100253,papi_l,5.0
EMP100254,papi_l,5.0
EMP100255,papi_l,5.0
EMP100256,papi_l,6.0
EMP100257,papi_l,5.0
EMP100258,papi_l,9.0
EMP100259,papi_l,9.0
EMP100260,papi_l,9.0
EMP100261,papi_l,8.0
EMP100262,papi_l,2.0
EMP100263,papi_l,5.0
EMP100264,papi_l,2.0
EMP100265,papi_l,6.0
EMP100266,papi_l,8.0
EMP100267,papi_l,4.0
EMP100268,papi_l,5.0
EMP100269,papi_l,2.0
EMP100270,papi_l,9.0
EMP100271,papi_l,4.0
EMP100272,papi_l,4.0
EMP100273,papi_l,8.0
EMP100274,papi_l,5.0
EMP100275,papi_l,3.0
EMP100276,papi_l,5.0
EMP100277,papi_l,7.0
EMP100278,papi_l,7.0
EMP100279,papi_l,3.0
EMP100280,papi_l,3.0
EMP100281,papi_l,5.0
EMP100282,papi_l,6.0
EMP100283,papi_l,4.0
EMP100284,papi_l,6.0
EMP100285,papi_l,8.0
EMP100286,papi_l,2.0
EMP100287,papi_l,6.0
EMP100288,papi_l,5.0
EMP100289,papi_l,3.0
EMP100290,papi_l,5.0
EMP100291,papi_l,9.0
EMP100292,papi_l,9.0
EMP100293,papi_l,1.0
EMP100294,papi_l,4.0
EMP100295,papi_l,5.0
EMP100296,papi_l,8.0
EMP100297,papi_l,3.0
EMP100298,papi_l,6.0
EMP100299,papi_l,1.0
EMP100300,papi_l,6.0
EMP100301,papi_l,1.0
EMP100302,papi_l,3.0
EMP100303,papi_l,3.0
EMP100304,papi_l,9.0
EMP100305,papi_l,6.0
EMP100306,papi_l,8.0
EMP100307,papi_l,8.0
EMP100308,papi_l,4.0
EMP100309,papi_l,5.0
EMP100310,papi_l,6.0
EMP100311,papi_l,6.0
EMP100312,papi_l,8.0
EMP100313,papi_l,7.0
EMP100314,papi_l,2.0
EMP100315,papi_l,5.0
EMP100316,papi_l,1.0
EMP100317,papi_l,1.0
EMP100318,papi_l,8.0
EMP100319,papi_l,5.0
EMP100320,papi_l,5.0
EMP100321,papi_l,7.0
EMP100322,papi_l,3.0
EMP100323,papi_l,4.0
EMP100324,papi_l,4.0
EMP100325,papi_l,7.0
EMP100326,papi_l,4.0
EMP100327,papi_l,9.0
EMP100328,papi_l,9.0
EMP100329,papi_l,7.0
EMP100330,papi_l,6.0
EMP100331,papi_l,9.0
EMP100332,papi_l,7.0
EMP100333,papi_l,5.0
EMP100334,papi_l,8.0
EMP100335,papi_l,8.0
EMP100336,papi_l,6.0
EMP100337,papi_l,3.0
EMP100338,papi_l,8.0
EMP100339,papi_l,8.0
EMP100340,papi_l,4.0
EMP100341,papi_l,5.0
EMP100342,papi_l,3.0
EMP100343,papi_l,9.0
EMP100344,papi_l,5.0
EMP100345,papi_l,7.0
EMP100346,papi_l,6.0
EMP100347,papi_l,6.0
EMP100348,papi_l,1.0
EMP100349,papi_l,5.0
EMP100350,papi_l,9.0
EMP100351,papi_l,1.0
EMP100352,papi_l,9.0
EMP100353,papi_l,5.0
EMP100354,papi_l,7.0
EMP100355,papi_l,1.0
EMP100356,papi_l,7.0
EMP100357,papi_l,6.0
EMP100358,papi_l,3.0
EMP100359,papi_l,9.0
EMP100360,papi_l,5.0
EMP100361,papi_l,8.0
EMP100362,papi_l,6.0
EMP100363,papi_l,6.0
EMP100364,papi_l,1.0
EMP100365,papi_l,9.0
EMP100366,papi_l,4.0
EMP100367,papi_l,1.0
EMP100368,papi_l,9.0
EMP100369,papi_l,2.0
EMP100370,papi_l,6.0
EMP100371,papi_l,4.0
EMP100372,papi_l,8.0
EMP100373,papi_l,8.0
EMP100374,papi_l,5.0
EMP100375,papi_l,1.0
EMP100376,papi_l,5.0
EMP100377,papi_l,4.0
EMP100378,papi_l,7.0
EMP100379,papi_l,5.0
EMP100380,papi_l,8.0
EMP100381,papi_l,5.0
EMP100382,papi_l,5.0
EMP100383,papi_l,4.0
EMP100384,papi_l,6.0
EMP100385,papi_l,7.0
EMP100386,papi_l,9.0
EMP100387,papi_l,6.0
EMP100388,papi_l,6.0
EMP100389,papi_l,1.0
EMP100390,papi_l,3.0
EMP100391,papi_l,2.0
EMP100392,papi_l,3.0
EMP100393,papi_l,4.0
EMP100394,papi_l,5.0
EMP100395,papi_l,5.0
EMP100396,papi_l,4.0
EMP100397,papi_l,1.0
EMP100398,papi_l,1.0
EMP100399,papi_l,1.0
EMP100400,papi_l,7.0
EMP100401,papi_l,9.0
EMP100402,papi_l,2.0
EMP100403,papi_l,6.0
EMP100404,papi_l,6.0
EMP100405,papi_l,3.0
EMP100406,papi_l,8.0
EMP100407,papi_l,4.0
EMP100408,papi_l,9.0
EMP100409,papi_l,9.0
EMP100410,papi_l,7.0
EMP100411,papi_l,4.0
EMP100412,papi_l,1.0
EMP100413,papi_l,5.0
EMP100414,papi_l,4.0
EMP100415,papi_l,4.0
EMP100416,papi_l,7.0
EMP100417,papi_l,4.0
EMP100418,papi_l,4.0
EMP100419,papi_l,9.0
EMP100420,papi_l,7.0
EMP100421,papi_l,5.0
EMP100422,papi_l,8.0
EMP100423,papi_l,5.0
EMP100424,papi_l,5.0
EMP100425,papi_l,8.0
EMP100426,papi_l,8.0
EMP100427,papi_l,7.0
EMP100428,papi_l,7.0
EMP100429,papi_l,4.0
